"name","text"
"mattjay_son","@JetBlue has screwed me over for the last time.  @SouthwestAir glad to give you my business. #JetScrew #AwfulCustomerService"
"deaffriendlyUSA","@United #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H"
"Spofforth58","@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?"
"ravulapati","@SouthwestAir for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?"
"kristenlc","@USAirways we bought our tickets months ago. Had seats together for all 6. Haven't changed flight. Now 4 kids seats are scattered on plane."
"alanbestnyc","@JetBlue my credit card company accidentally marked my jet blue tickets as fraud then corrected their mistake and reposted the money."
"alanbestnyc","@JetBlue But jet blue had Cancelled Flighted my ticket &amp; never reissued it."
"alanbestnyc","@JetBlue My card company and I explained the issue over the phone when I was in Mexico. I purchased a new ticket over the phone."
"JimmyisAble","@USAirways understood and I am sympathetic. How do I get my $100 back? I shouldn't have to pay especially if YOU switched my flight."
"alanbestnyc","@JetBlue When I arrived at the airport I was told my ticket had been refunded because my name had a fraud alert."
"pdxmucci","@united MR she's on her way now but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc"
"smsuconn","@JetBlue we made it safe and sound. Thank you for the safe travels."
"alanbestnyc","@JetBlue I called jet blue to get an explanation and make sure it would not happen in the future. I was told to write the fraud dept."
"alanbestnyc","@JetBlue actually they said the fraud issue was never resolved. but why then did they issue me a new ticket of the phone?"
"alanbestnyc","@JetBlue No it didn't all work out. I called Jet Blue from Mexico to address the fraud alert with Capital One on the line. Rebooked."
"TTpKP12","@SouthwestAir do you have any flights from NAS-BWI ton March 23?"
"HeathAWhelan","@JetBlue @NHLBruins repping the Bruins in Cleveland at Rock n Roll HOF &amp; The Christmas Story house #JetBlueBruins http://t.co/JKnWuGJ778"
"alanbestnyc","@JetBlue Then en route to the airport the rebooked ticket was refunded."
"thomasdcameron","@SouthwestAir I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL"
"Dile___","@united Just saying the truth. You don't even an email! #2015"
"Lane_","@JetBlue thanks"
"beasharif","@VirginAmerica love you guys but pls get some direct routes LAS to AUS!"
"juliemiller1","@SouthwestAir never got any notification that flight 955 was Cancelled Flighted today. Correct phone # and email on file. Not a happy customer."
"alanbestnyc","@JetBlue Capital One and I explained the false fraud alert. Why did the Jet Blue representative issue me a new tkt if it wasn't resolved?"
"OllieRouet","@USAirways @AmericanAir been with US Airways since 03  back and forth Gatwick - Charlotte then LHR. Bit sad nostalgic way."
"SleazyC_","@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together."
"garywerk","@USAirways 5 hour cross country morning flight and you have no food? #BadService"
"StopCLTNoise","@USAirways @AmericanAir Will you be destroying lives in Eastern @GastonCounty during this lively little event? For profits you will."
"TheMikeSindt","@USAirways has the most ass backwards process for using credits on flights. even trying to get a hold of customer relations is impossible"
"EmmaTyrer","@USAirways You will be hearing a lot more from me instead of your feedback when I get back home."
"nickpasculli","@USAirways yes thanks I have never seen anything like this and I come to Yuma all the time big disappointment. There are 40+ still waiting"
"CorettaBrowne","@united When will you have special promotions for flights departing Newark NJ to St. John's Antigua?"
"dahriowonder","@SouthwestAir Yes. Please train your customer service agents with correct protocol.. I should not be receiving different 411 evrytime I call"
"jaysonsperling","@SouthwestAir Don't worry you will! :-)"
"kristenlc","@USAirways Only for one flight though. The 2nd leg my kids are sitting scattered about the aircraft."
"alexster4324","@VirginAmerica just promoting the product is all had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
"alanbestnyc","@JetBlue You mean take more of my time to write you a physical letter because the fraud department doesn't have email or telephones. Right?"
"TheMikeSindt","@USAirways is probably losing a family of world travelers as customers due to broken processes. @AmericanAir I hope you can fix it"
"dahriowonder","@SouthwestAir no one has answers...no one can help. There is always a different story to why my and my fiancee' can't be helped."
"jonnycottone","@USAirways Is $99 companion ticket benefit of Premier World MasterCard still limited to USAirways flights or do AA now qualify as well?"
"alanbestnyc","@JetBlue I want to add my flight to Mexico was on Air Canada. Same exact situation but with none of the problems I've had with Jet Blue."
"dahriowonder","@SouthwestAir for your loyal A-list customers it should be easier to get help and bring resolution to issues with your rewards program."
"kristenlc","@USAirways Still irritated that our well planned and booked return was messed with &amp; with no warning."
"vizualpupil","@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners"
"jekyllandheid12","@USAirways your app is bad and you should feel bad."
"alanbestnyc","@JetBlue Does @AirCanada not take fraud as seriously?"
"SLKToday","@USAirways worst airline ever....left without luggage for 7 days submit $700 expenses and they offer a refund of $297? #badservice"
"JimmyisAble","@USAirways but you guys switched me and didn't inform me of the chathes"
"kristenlc","@USAirways Some of my 4 kids are anxious. Husband and I can't sit with all 4 with current setup. No warning that our 6 seats changed."
"kristenlc","@USAirways flight 1783 CLT to BOS"
"sapnasparikh","@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa"
"rick4tkins","@united how do you log out of wifi in flight? Don't see any option and made typo when logging in. HELP!!"
"marinwino","@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown"
"Gouwerijn","@united online inchecking able in the Netherlands (ams)?"
"ItsAaronChriz","@united ANOTHER F*CKING DELAY IN THE PAST 32 HOURS!?"
"annricord","@united how's my refund coming along??"
"J_0_Y","@USAirways I just think it's weird to have mileage as 666"
"StevenRheaDelga","@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA"
"ColourBasis","@USAirways thanks to the gate agent in State College PA that was able to get me on an earlier flight AND figure out an earlier connection!"
"TkerVker","@SouthwestAir Thank you. Great tool"
"kipster81","@SouthwestAir wow! Some things are better forgotten!"
"blue_kap","@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!"
"hartgarfunkel","@united I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms."
"changecollab","@United does a great job of answering public messages. Direct private messages not so much."
"alan_bledsoe","@USAirways a $75 change is ok most of the time but if there r open seats on earlier flt and no chkd bag why not let someone fly standby?"
"vibhors","@USAirways @AmericanAir when is US Air switching to AA iOS app? AA app is much better."
"funnyfellah","@SouthwestAir Yes I can. But you guys should get your act together."
"NieBee","@SouthwestAir PWM direct to Orlando on Saturdays why is this only happening in March? I thought it was going to be a permanent thing. :("
"saianel","@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?"
"lyteforce","@JetBlue Seems a few of my friends speak highly as well. Now we just need to find a decent priced way to go from YVR to SEA and overnight."
"ravulapati","@SouthwestAir 4467 and 152 on 2/25 and 503 and 25 on 2/26th."
"LondonBrushCo","@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo"
"rick4tkins","@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!"
"pancho_joe","“@SouthwestAir: #IfThe80sNeverStopped we'd still be rocking out to this chart-topping hit"". What?  The 80's are over?"
"funnyfellah","@SouthwestAir can't DM you without you following me..."
"yentruok720","@SouthwestAir Why can't I find a cheap flight from DC to St Louis? The prices went up like crazy for April weekends!"
"skyjumper77","@united has it been 4-6hrs yet?"
"nickpasculli","@USAirways oh the irony. A dog who will not spot barking in waiting area is now right in front of me! Please send me a cocktail coupon stat"
"skyjumper77","@united or did you mean 24-26?"
"J_0_Y","@USAirways How will I change it?"
"taygarrett","@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May only see connecting #help #dontdothistome"
"JimmyisAble","@USAirways so basically I am stuck paying for hidden fees and being bumped to an inferior flight. JetBlue here I come. #usairways #mergers"
"AlxStevens","@USAirways - who do I call to use credit fm. prev. cxl tix that can't be rebooked online?Rep I called quoted me $1k higher than the website."
"rick4tkins","@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi"
"weezerandburnie","@USAirways still waiting on a response"
"Milenomics","@SouthwestAir @saianel You could have just said ""We don't know"""
"dougorey","@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!"
"alnosh","@JetBlue short stop at JFK before IAD"
"nickpasculli","@USAirways lol me too"
"bmose14","@JetBlue as requested here's selfie somewhere over the Rocky's. #milehighselfieclub http://t.co/A1ChOxKPJp"
"AlxStevens","@usairways I don't think the US site allows that (unlike http://t.co/etfjqIwUvt). Can I use a US credit if I held on http://t.co/etfjqIwUvt?"
"alan_bledsoe","“@USAirways: @alan_bledsoe Thanks for your feedback Alan.” Thx but  no help as I watch a flt Lve w/open seats and I wait 3hrs for nxt flt"
"nickpasculli","@USAirways still in yuma waiting for 2702 to go. Looks like I might miss 2696 to MontereyRegionalAirport need options please"
"dougorey","Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way."
"TomFutureforall","@USAirways US airways csr at Phoenix airport fixed the problem"
